Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
345;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 8";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1925, Guido Widmann; viergeschossiger giebelständiger Putzbau im expressionistischen Heimatschutzstil mit Satteldach und geschweiftem, geschultertem Dreieckgiebel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Äußeres, Treppenhaus einschließlich der bauzeitlichen Eingangstüren, im 2. und 3. OG zusätzlich Toilettentüren, gesamtes Obergeschoss";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/345.jpg"
279;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 12";"Kaufmannshaus (Apotheke)";"Kaufmannshaus (Apotheke); um 1490; zweigeschossiges geschlämmtes Backsteingiebelhaus mit Satteldach, Front mit Stufengiebel, spitzbogigen Hochblenden und hohem, gestuftem Spitzbogenportal, innen Reste spätgotischer Ausmalung";"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/279.jpg"
53;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 15";"Hauptpastorat der Nikolaikirche";"Hauptpastorat der Nikolaikirche; 1743, verm. Ludwig Henning Schack Neumann; zweigeschossiges Backsteintraufenhaus mit auf hohem Sockelgeschoss mit pfannengedecktem Mansarddach und dreigeschossigem übergiebeltem Mittelrisalit, Fassade in Rot- und Gelbstein mit Lisenen und Pilastern, Mittelportal mit Freitreppe";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/53.jpg"
4050;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 15 - 16";"Stadtmauerreste";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich, Wissenschaftlich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4050.jpg"
14344;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 16";"Kompastorat der Nikolaikirche";"Hauptpastorat der Nikolaikirche; 1899/1900, Arch. Alexander Wilhelm Prale; zweigeschossiger Backsteinbau auf hohem Sockelgeschoss mit reicher neogotischer Gestaltung und Schieferdach, marktseitig flacher übergiebelter Mittelrisalit, an der stumpfen Ecke zum Nikolaikirchhof Kastenerker mit schlankem Turmhelm";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14344.jpg"
6739;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Sünderup-Hof 1";"Gutshaus Sünderuphof";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";""
6740;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Sünderup-Hof 1";"Scheune";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";""
6741;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Sünderup-Hof 1";"Stallgebäude";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";""
9048;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Sünderup-Hof 1";"Borkenhäuschen";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";""
20391;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Swinemünder Straße 6 - 10";"Parkhof: Wohnhausgruppe mit Torbau";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";""
280;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Sylter Straße 7";"Heilands-Kapelle";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/280.jpg"
9446;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Theodor-Storm-Straße 5";"Einfamilienhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
283;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 6";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1905, Maurermeister Martin Jensen; viergeschossiger Putzbau mit Berliner Dach, aufwändige Gestaltung in Jugendstilformen, Klinkerblenden, dreigeschossige Kastenerker mit Zwerchgiebeln";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/283.jpg"
1478;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 7";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1900-01, Architekt C. Sander; viergeschossiger Backsteinbau mit Putzgliederung und Berliner Dach, aufwändige Gestaltung in historisierenden Jugendstilformen, Seitenrisalite  leicht flach übergiebelt";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1478.jpg"
284;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 8";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1905, Maurermeister Martin Jensen; viergeschossiger Putzbau mit Berliner Dach, Fassade in Jugendstilformen, mittig dreigeschossiger Polygonalerker mit Klinkergliederung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/284.jpg"
297;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 9";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1902, Gebr. Hummel; viergeschossiger Bau mit ausgebautem Berliner Dach, historisierende Fassadenzier mit Klinkerblende, mittig verputzter Polygonalerker mit seitlichen Balkonachsen, Altanabschluss und Zwerchgiebel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/297.jpg"
285;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 10";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1905-06, Maurermeister Martin Jensen; viergeschossiger Putzbau mit Berliner Dach, historisierende Jugendstilformen, Kastenerker mit einseitigen Balkonachsen; viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/285.jpg"
20129;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 11";"Mietwohnungshaus";"Mietwohnungshaus; 1909, Paul Ziegler; viergeschossiger Backsteinbau im Heimatschutzstil, Mansarddach, breiter Zwerchgiebel, Lisenengliederung, rückwärtig Rundturm mit Kegeldach";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20129.jpg"
286;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 12";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1906, Maurermeister Martin Jensen; viergeschossiger Putzbau mit Berliner Dach , untere Fassadenhälfte verklinkert, Gliederung in historisierenden Jugendstilformen, dreigeschossige Erker mit Balkonachsen, viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/286.jpg"
1480;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 14";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1906, Maurermeister Martin Jensen; viergeschossiger Putzbau mit Berliner Dach, Fassadenzier in historisierenden Jugendstilformen, Kastenerker mit Balkonachsen, viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1480.jpg"
288;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 15";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1903, Maurermeister Christian Hummel; viergeschossiger Bau mit aufwändiger Gestaltung in Jugendstilformen, helle Klinkerverblendung, Kastenerker, geschweifte, unterschiedlich geformte seitliche Zwerchgiebel, dazwischen verglaste Front des ehemaligen Fotoateliers, rückwärtig hakenförmiger viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/288.jpg"
289;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 16 - 18";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1904, Baugeschäft Schwark u. Körner; viergeschossiger Putzbau, Eckhaus mit turmartigem Eckerker mit Glockendach, Fassaden im Landhaus- und Jugendstil, Klinkerzone im Erdgeschoss, Fachwerkelemente in den Giebeln";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/289.jpg"
1481;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 17";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1905, Baugeschäft Schwark u. Körner; viergeschossiger Putzbau mit Berliner Dach, aufwändige Putzgliederung in Jugendstilformen, Kastenerker mit loggienartigen Doppelbalkonen, viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1481.jpg"
290;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 19";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1905-06, Architekt Heinrich Petersen; viergeschossiger Putzbau, aufwändige Fassadengestaltung in Formen des Landhaus- und Jugendstils, Backstein- und Fachwerkelemente, viergeschossige Innenhofbebauung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/290.jpg"
291;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 21";"ehem. Gesellschaftshaus der Neuen Harmonie";"ehem. Gesellschaftshaus der Neuen Harmonie; 1901-02, Architekt Alexander Wilhelm Prale; breitgelagerter dreigeschossiger Putzbau in Formen der Neurenaissance, rechtsseitig Saaltrakt mit Emporengeschoss und Staffelgiebel, linksseitig Dreieckserker mit Pyramidendach, im Inneren Teile der ursprünglichen Raumausstattung erhalten";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/291.jpg"
1482;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 23";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1906; Baugeschäft Schwark u. Körner; viergeschossiger Putzbau mit Mansarddach, reiche Fassadengestaltung in Jugendstilformen, Kastenerker mit Altan und Zwerchgiebel, viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1482.jpg"
292;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 25";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1906; Baugeschäft Schwark u. Körner; viergeschossiger Putzbau, Fassadengestaltung in Jugendstilformen, bis in das erste Obergeschoss mit Sichtbackstein und Backsteinziergliederungen, viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/292.jpg"
293;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 27";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1906; Baugeschäft Schwark u. Körner; viergeschossiger Putzbau, Fassadengestaltung in Jugendstilformen, verbundene Zwerchgiebel über Kastenerkern optisch als viertes Obergeschoss erscheinend, viergeschossiger Hofflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/293.jpg"
1483;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 29";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1906; Baugeschäft Schwark u. Körner; viergeschossiger Putzbau, Fassadengestaltung in Jugendstilformen, mittig Kastenerker mit Zwerchgiebel Balkone mit steinernen Brüstungen";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1483.jpg"
294;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 31";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1904, Baugeschäft Schwark u. Körner; viergeschossiger Putzbau mit ausgebautem Dach,  Fassade in historisierenden Jugendstilformen, hoher Backsteinsockel, darüber gliedernde Ziegelbänder, zwei Kastenerker, einseitige Balkonachsen, Zwerchgiebel mit Zierfachwerk";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/294.jpg"
296;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Toosbüystraße 37";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1903-04, Maurermeister Christian Hummel; viergeschossiger Putzbau reiche Gliederung in historisierenden Jugendstilformen, stumpfe Ecke mit überhöhtem Turmerker und Haube";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/296.jpg"
9445;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Turnerberg 16";"Pastorat der St.-Petri-Gemeinde";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9445.jpg"
9059;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Twedter Strandweg 7";"Einfamilienhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";""
9060;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Twedter Strandweg 9";"Einfamilienhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";""
2708;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Ulmenstraße 15";"Mietwohnungshaus";"Mietwohnungshaus; 1911/12, Architekt Karl Bernt; repräsentativer viergeschossiger Putzbau in Ecklage, Hauptfassaden durch Risalite, flankierende Balkone und Zwerchhäuser";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
20327;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Ulmenstraße 18";"Mietwohnungshaus";"Mietwohnungshaus; 1912/13, Architekt Karl Bernt; repräsentativer viergeschossiger Putzbau in Ecklage, Hauptfassaden mit Loggien, Balkonen, Fenstererkern und Gauben gegliedert";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
346;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Waitzstraße 1";"Amtsverwalter-Wohnhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/346.jpg"
1326;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Waitzstraße 3";"Neues Amtshaus";"Alteintragung (Aktualisierung vorgesehen)";"";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1326.jpg"
29135;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Waitzstraße 5";"Landeszentralbibliothek";"Landeszentralbibliothek; 1985-88, Architekten v. Bassewitz, Schramm, Hupertz; zweigliedriger Gelbsteinbau in Giebelstellung, dreigeschossig mit moderaten Satteldächern, Bürobau und Magazin mit Lisenen- und Zwerchhausgliederung, eingeschobener Lesesaal, eingeschossig mit organisch geschwungener Glasfront, qualitätvolle bauzeitliche Ausstattung; gestalteter Außenraum mit Bronzeplastik";"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich";"Landeszentralbibliothek, Außenraum, Bronzeplastik";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29135.jpg"
20138;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Waldstraße 44";"Waldschule mit Turnhalle";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20138.jpg"
26905;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Werftstraße 24";"Verwaltungsgebäude/Torhaus";"Verwaltungsgebäude/Torhaus; 1897; dreigeschossiger nachträglich geschlämmter Backsteinbau mit Durchfahrt und Satteldach sowie dreigeschossige Tischlerei";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26905.jpg"
26907;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Werftstraße 24";"Maschinenbauhalle";"Maschinenbauhalle; 1891, 1906; dreischiffige Werkhalle, Anbau z.T. zweigeschossig, Holz-Gusseisen-Mischkonstruktion mit Mauerwerksfassaden, Pilastergliederung mit Segment- und Rundbogenöffnungen, gestaffeltes Dach, Mittelteil heute vollverglast";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26907.jpg"
44626;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Werftstraße 24";"Alte Kesselschmiede";"Alte Kesselschmiede; vor 1886, 1891; eingeschossige Werkhalle, Backsteinbau mit Lisenengliederung und flach geneigtem Satteldach (urspr. Steildach), im Innern Gusseisen-Holz-Mischkonstruktion, Anbau 1891";"Geschichtlich, Städtebaulich, Technisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44626.jpg"
44630;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Werftstraße 24";"Modelltischlerei und Lager";"Modelltischlerei und Lager; 1892; viergeschossiger Bau mit Mauerwerksfassaden und flachem Satteldach, Gliederung durch Strebepfeiler und Kranzgesimse, im Innern Eisen-Holz-Mischkonstruktion";"Geschichtlich, Städtebaulich, Technisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44630.jpg"
44632;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Werftstraße 24";"Neue Dreherei";"Neue Dreherei; 1916; eingeschossige Werkhalle mit Mauerwerksfassade, Walmdach ehemals mit Oberlichtband, Pilastergliederung und hohe Fensterbänder, Eisenbetonbinderkonstruktion";"Geschichtlich, Künstlerisch, Städtebaulich, Technisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44632.jpg"
44635;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Werftstraße 24";"Alte Montagehalle";"Alte Montagehalle; 1891, erweitert 1916; eingeschossige Werkhalle mit zweigeschossigem Büroanbau und zwei eingeschossigen Anbauten, massives Mauerwerk mit Pilastergliederung, Eisenbinderkonstruktion, Walmdach ehem. mit Oberlicht";"Geschichtlich, Städtebaulich, Technisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44635.jpg"
9464;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Westerallee 6";"Villa";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9464.jpg"
9463;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Westerallee 8";"Villa";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9463.jpg"
